Patient 1 dataset,,,,,,,,,
Time ,Ankle,,,Thigh,,,Trunk,,
1312,50,39,-970,-36,37,-979,135,38,-990
1328,60,29,-970,-27,37,-979,135,47,-961
1343,60,29,-970,-27,27,-989,126,38,-990
1359,70,39,-990,-27,27,-989,116,47,-990
1375,70,29,-970,-27,27,-989,116,47,-961
1390,60,29,-960,-18,27,-969,116,38,-990
1406,80,29,-950,-18,27,-969,116,47,-970
1421,80,29,-950,-27,37,-989,126,47,-961
1437,60,29,-970,-27,37,-979,116,38,-970
1453,60,39,-980,-18,46,-1000,135,57,-951
1468,50,49,-990,-27,37,-979,126,47,-980
1484,50,49,-980,-27,37,-979,126,57,-970
1500,50,49,-980,-27,27,-1010,126,57,-970
1515,70,39,-960,-27,37,-969,116,38,-961
1531,80,39,-970,-27,37,-969,126,47,-980
1546,70,39,-960,-18,27,-979,116,57,-961
1562,60,29,-960,-27,37,-969,126,38,-970
1578,60,29,-960,-27,27,-979,126,47,-970
1593,70,29,-970,-27,27,-979,126,38,-961
1609,70,39,-970,-36,46,-989,126,38,-970
1625,70,39,-970,-36,27,-989,116,57,-970
1640,60,49,-990,-27,37,-979,126,57,-970
1656,60,49,-970,-18,37,-969,126,57,-961
1671,60,49,-970,-18,37,-969,126,38,-980
1687,80,39,-970,-27,27,-989,116,47,-951
1703,60,49,-960,-27,37,-979,126,47,-961
1718,60,49,-960,-27,37,-979,135,38,-980
1734,80,39,-980,-27,27,-969,126,47,-961
1750,80,39,-980,-18,18,-1010,126,38,-961
1765,60,39,-970,-27,27,-989,116,38,-970
1781,50,29,-970,-27,27,-989,116,47,-990
1796,60,49,-980,-9,27,-989,126,57,-961
1812,70,39,-980,-36,37,-969,135,47,-980
1828,70,39,-970,-18,27,-969,116,38,-970
1843,60,39,-950,-18,37,-989,126,47,-980
1859,80,39,-970,-18,37,-989,126,47,-980
1875,70,29,-980,-18,27,-989,126,38,-980
1890,70,29,-980,-27,27,-969,126,47,-980
1906,50,39,-970,-18,37,-1000,126,57,-970
1921,50,39,-970,-18,37,-1000,116,47,-970
1937,50,39,-970,-27,27,-979,126,66,-980
1953,70,29,-970,-18,27,-979,126,47,-980
1968,80,39,-950,-27,27,-989,126,47,-980
1984,40,39,-970,-27,27,-989,116,38,-980
2000,40,39,-960,-27,37,-989,145,38,-1009
2015,70,49,-980,-18,27,-989,126,47,-970
2031,60,29,-960,-27,27,-979,135,38,-970
2046,60,39,-960,-18,37,-989,126,38,-980
2062,70,29,-970,-27,37,-989,116,57,-961
2078,50,49,-970,-27,37,-989,116,57,-980
2093,70,39,-970,-18,37,-979,116,57,-980
2109,70,49,-970,-18,37,-989,126,38,-961
2125,50,58,-960,-27,46,-979,126,47,-980
2140,50,49,-990,-18,27,-959,126,47,-970
2156,50,49,-990,-18,27,-959,126,38,-990
2171,60,39,-970,-27,27,-969,126,47,-980
2187,60,39,-950,-18,37,-1000,135,47,-951
2203,60,49,-970,-18,27,-979,126,47,-970
2218,70,39,-970,-27,18,-969,126,38,-970
2234,70,49,-960,-27,18,-979,116,38,-970
2250,60,39,-960,-27,18,-979,116,47,-970
2265,60,39,-960,-18,37,-969,135,38,-980
2281,60,39,-960,-18,37,-979,116,38,-970
2296,50,49,-970,-18,37,-969,126,38,-980
2312,60,49,-970,-18,37,-979,116,47,-980
2328,70,49,-980,-18,27,-989,126,38,-980
2343,60,39,-970,-18,27,-989,106,38,-951
2359,60,39,-990,-18,27,-979,126,66,-980
2375,60,39,-980,-27,27,-989,126,38,-970
2390,50,29,-970,-18,37,-989,116,38,-980
2406,50,29,-970,-18,27,-989,126,38,-980
2421,40,29,-980,-27,27,-979,126,47,-1019
2437,70,39,-960,-27,27,-979,116,47,-970
2453,60,29,-960,-27,27,-979,126,47,-980
2468,60,49,-970,-18,37,-1000,116,38,-961
2484,50,39,-960,-27,27,-969,126,66,-980
2500,60,29,-950,-27,27,-979,135,38,-970
2515,70,29,-960,-27,27,-979,126,47,-980
2531,70,39,-970,-27,37,-969,126,47,-970
2546,60,29,-970,-27,27,-979,116,38,-970
2562,70,49,-960,-27,27,-979,126,47,-970
2578,70,49,-990,-18,37,-979,116,57,-980
2593,60,29,-980,-18,37,-979,135,47,-980
2609,70,39,-960,-18,27,-979,116,28,-961
2625,60,39,-970,-27,27,-959,116,57,-980
2640,60,29,-970,-18,37,-989,126,38,-961
2656,70,29,-990,-27,37,-989,126,66,-951
2671,60,49,-980,-18,37,-989,126,57,-961
2687,60,49,-980,-18,37,-989,126,47,-980
2703,70,29,-960,-27,46,-1010,145,47,-970
2718,50,29,-990,-18,27,-969,126,47,-980
2734,80,39,-970,-27,37,-989,126,47,-961
2750,60,49,-1000,-27,37,-989,106,38,-941
2765,60,29,-970,-27,27,-979,116,47,-980
2781,70,39,-980,-18,37,-1000,116,47,-980
2796,60,39,-980,-18,27,-1000,126,38,-961
2812,60,29,-970,-18,27,-979,126,38,-961
2828,70,39,-970,-18,27,-979,126,38,-980
2843,60,39,-980,-27,37,-989,116,38,-961
2859,80,19,-990,-27,27,-989,126,57,-970
2875,70,19,-950,-27,37,-969,126,47,-970
2890,70,19,-950,-27,27,-989,126,38,-970
2906,60,39,-980,-27,37,-1000,126,38,-961
2921,60,39,-960,-36,37,-969,116,38,-961
2937,90,29,-960,-27,37,-1000,126,57,-990
2953,60,49,-970,-27,37,-979,116,47,-970
2968,60,19,-970,-27,37,-979,116,57,-1000
2984,60,39,-960,-27,27,-979,116,57,-1000
3000,60,49,-980,-18,27,-969,116,47,-990
3015,70,29,-970,-18,27,-979,126,47,-980
3031,80,39,-980,-27,37,-989,126,28,-980
3046,50,29,-1009,-27,37,-969,126,57,-980
3062,60,39,-990,-27,27,-979,135,38,-961
3078,60,39,-980,-18,37,-989,126,47,-980
3093,60,39,-980,-18,27,-979,106,28,-980
3109,60,29,-980,-18,37,-959,126,47,-970
3125,60,19,-960,-27,27,-979,126,47,-980
3140,60,49,-970,-27,27,-989,126,57,-970
3156,70,19,-970,-27,46,-989,116,47,-961
3171,60,39,-970,-36,37,-979,135,38,-970
3187,60,49,-970,-27,27,-989,126,47,-961
3203,60,58,-970,-18,27,-979,116,47,-941
3218,50,39,-980,-18,37,-989,126,47,-980
3234,80,39,-980,-18,27,-979,126,47,-970
3250,60,39,-960,-27,27,-989,135,57,-961
3265,60,29,-960,-18,37,-969,135,57,-970
3281,70,49,-960,-18,37,-989,135,38,-980
3296,70,49,-980,-36,37,-969,116,47,-961
3312,70,29,-970,-18,27,-969,126,47,-961
3328,60,39,-970,-27,37,-1000,126,38,-980
3343,60,29,-970,-18,37,-989,116,47,-951
3359,60,29,-970,-27,46,-979,126,38,-961
3375,60,49,-970,-27,37,-979,126,47,-990
3390,70,29,-950,-27,27,-979,106,57,-970
3406,60,58,-970,-27,37,-1000,126,47,-961
3421,70,39,-970,-27,27,-979,126,47,-961
3437,50,39,-970,-27,27,-959,126,38,-970
3453,60,39,-970,-27,37,-1000,126,47,-990
3468,60,39,-970,-27,37,-1000,126,47,-961
3484,60,29,-950,-36,27,-989,135,57,-961
3500,70,49,-990,-27,46,-979,116,38,-961
3515,70,49,-990,-18,37,-979,126,38,-951
3531,70,39,-970,-27,27,-989,116,47,-980
3546,60,29,-960,-18,37,-979,126,57,-970
3562,70,29,-980,-27,27,-979,126,47,-970
3578,50,49,-960,-18,37,-989,126,38,-970
3593,60,39,-970,-27,27,-979,135,38,-980
3609,60,58,-970,-27,37,-979,116,47,-980
3625,50,39,-970,-18,46,-979,116,47,-980
3640,60,49,-970,-27,37,-979,126,57,-980
3656,60,39,-970,-18,37,-979,116,47,-990
3671,80,49,-970,-27,37,-969,126,47,-970
3687,70,49,-970,-36,37,-979,106,47,-970
3703,60,39,-960,-18,37,-969,126,38,-951
3718,40,19,-970,-18,46,-979,116,19,-951
3734,60,58,-960,-18,37,-979,126,47,-961
3750,70,39,-960,-36,37,-979,126,47,-961
3765,60,39,-980,-18,27,-989,135,19,-961
3781,50,29,-970,-18,27,-959,126,38,-951
3796,50,49,-970,-36,37,-969,126,38,-970
3812,60,39,-980,-36,27,-969,126,38,-970
3828,60,39,-980,-18,27,-959,135,38,-951
3843,50,39,-980,-27,27,-969,126,47,-961
3859,50,29,-970,-18,37,-969,126,47,-980
3875,70,29,-990,-27,37,-979,126,47,-961
3890,60,49,-970,-36,37,-979,126,47,-980
3906,60,29,-990,-27,37,-989,126,47,-961
3921,70,58,-990,-27,37,-969,135,47,-970
3937,70,29,-960,-36,37,-969,126,47,-970
3953,60,39,-980,-9,27,-979,106,28,-961
3968,60,39,-980,-27,37,-979,126,38,-961
3984,70,39,-980,-36,37,-979,126,38,-970
4000,70,39,-980,-18,37,-989,126,66,-970
4015,60,39,-970,-18,27,-989,116,47,-970
4031,60,39,-980,-27,37,-989,135,38,-970
4046,50,39,-960,-18,27,-959,116,47,-951
4062,80,29,-980,-18,37,-989,126,38,-961
4078,50,49,-980,-27,46,-969,126,47,-990
4093,70,49,-970,-27,37,-989,116,38,-970
4109,60,39,-960,-27,37,-979,116,47,-970
4125,60,29,-960,-18,27,-979,126,38,-961
4140,60,29,-970,-36,27,-979,135,38,-970
4156,80,19,-960,-27,37,-969,126,47,-951
4171,60,19,-1000,-18,27,-969,145,47,-951
4187,80,19,-950,-27,27,-969,116,47,-961
4203,70,39,-950,-36,37,-969,116,47,-961
4218,70,39,-960,-9,37,-969,116,57,-980
4234,50,49,-970,-27,37,-989,126,57,-980
4250,50,49,-970,-18,37,-979,126,57,-980
4265,60,39,-960,-18,37,-979,135,38,-970
4281,70,39,-970,-27,37,-1000,126,38,-961
4296,70,39,-960,-18,27,-979,126,38,-970
4312,80,29,-970,-27,27,-989,116,47,-970
4328,70,58,-970,-18,27,-979,135,38,-970
4343,60,49,-980,-36,37,-989,135,57,-970
4359,70,39,-970,-18,27,-979,116,47,-980
4375,60,49,-980,-27,27,-959,135,47,-1000
4390,70,39,-970,-27,27,-979,126,47,-970
4406,60,49,-980,-27,37,-979,106,38,-951
4421,60,39,-950,-36,18,-969,126,38,-980
4437,40,39,-970,-27,27,-969,135,57,-970
4453,60,39,-970,-27,37,-989,126,47,-970
4468,50,49,-960,-36,27,-989,126,47,-970
4484,50,49,-960,-27,37,-979,126,47,-980
4500,60,39,-960,-27,27,-989,126,47,-961
4515,50,49,-990,-27,37,-989,126,47,-1000
4531,40,58,-980,-36,37,-1000,126,47,-1000
4546,70,68,-970,-18,37,-979,126,47,-980
4562,50,19,-960,-18,27,-969,126,38,-951
4578,70,49,-970,-27,27,-969,145,38,-980
4593,70,49,-990,-27,46,-989,126,57,-990
4609,50,39,-970,-18,37,-989,126,57,-990
4625,80,29,-990,-18,37,-989,116,38,-970
4640,60,29,-970,-18,27,-979,116,47,-990
4656,70,29,-980,-27,27,-1000,116,57,-980
4671,70,39,-960,-27,37,-979,126,57,-961
4687,50,49,-980,-27,27,-979,116,38,-961
4703,60,49,-970,-27,37,-1000,126,38,-961
4718,70,58,-960,-27,37,-1000,116,47,-970
4734,70,29,-970,-27,37,-969,126,38,-951
4750,70,39,-960,-18,37,-989,116,57,-961
4765,60,39,-970,-27,27,-979,126,57,-970
4781,70,29,-970,-36,27,-1000,126,47,-980
4796,50,49,-970,-27,27,-969,116,47,-990
4812,90,39,-990,-18,37,-1000,126,47,-951
4828,60,39,-960,-36,27,-989,116,57,-970
4843,50,39,-950,-9,18,-989,135,47,-980
4859,50,39,-950,-27,37,-989,126,47,-970
4875,60,39,-960,-36,27,-989,126,47,-980
4890,60,49,-970,-18,37,-1000,126,47,-980
4906,60,49,-990,-18,37,-1000,126,38,-951
4921,70,39,-980,-18,37,-979,126,47,-970
4937,60,39,-960,-27,18,-979,116,47,-970
4953,60,49,-980,-18,37,-969,126,57,-990
4968,60,39,-970,-27,37,-979,126,47,-970
4984,60,58,-960,-18,27,-979,126,47,-970
5000,50,49,-980,-27,37,-969,116,38,-980
5015,60,39,-960,-36,37,-979,135,28,-990
5031,70,29,-960,-18,37,-979,126,47,-970
5046,60,29,-940,-27,37,-969,116,47,-961
5062,50,39,-970,-27,37,-969,126,47,-980
5078,70,29,-970,-36,37,-969,116,38,-951
5093,70,49,-980,-27,37,-969,126,47,-990
5109,60,49,-960,-27,37,-979,116,28,-970
5125,70,39,-980,-27,27,-989,116,47,-980
5140,80,39,-970,-36,37,-989,126,47,-980
5156,60,29,-950,-27,27,-979,126,47,-970
5171,70,49,-970,-18,27,-969,116,57,-961
5187,70,39,-960,-36,37,-989,126,38,-970
5203,60,39,-950,-18,37,-969,126,47,-970
5218,60,39,-970,-27,37,-979,126,47,-961
5234,60,29,-960,-27,37,-959,116,38,-970
5250,80,49,-970,-27,37,-959,126,47,-1000
5265,60,49,-970,-36,27,-959,126,38,-961
5281,70,39,-960,-18,37,-979,135,47,-970
5296,70,39,-960,-36,18,-989,126,47,-961
5312,60,39,-950,-18,37,-969,126,47,-980
5328,60,39,-960,-27,27,-969,126,38,-980
5343,80,39,-990,-27,37,-989,126,47,-970
5359,60,39,-970,-27,27,-959,106,47,-990
5375,50,29,-990,-27,37,-979,116,47,-970
5390,80,39,-990,-36,27,-989,106,38,-980
5406,50,29,-980,-27,37,-989,126,47,-1000
5421,60,39,-970,-27,37,-979,116,57,-980
5437,70,39,-970,-27,27,-959,116,47,-951
5453,70,19,-990,-18,46,-979,135,38,-980
5468,60,49,-960,-18,27,-989,126,47,-980
5484,50,29,-960,-27,55,-989,126,57,-990
5500,60,39,-970,-9,27,-969,116,47,-980
5515,40,39,-960,-27,18,-989,116,57,-961
5531,50,39,-970,-36,37,-979,126,47,-970
5546,70,39,-970,-18,37,-979,126,57,-980
5562,40,49,-980,-27,37,-979,116,57,-961
5578,70,19,-980,-27,37,-1000,126,28,-980
5593,50,29,-990,-27,18,-969,135,47,-970
5609,60,49,-980,-18,27,-989,135,47,-970
5625,80,49,-1000,-27,37,-989,126,47,-951
5640,60,49,-960,-27,37,-1000,126,47,-961
5656,60,19,-1000,-18,37,-979,126,47,-961
5671,60,39,-960,-27,46,-979,116,38,-980
5687,80,39,-970,-27,27,-989,126,57,-980
5703,70,29,-970,-27,27,-989,116,57,-951
5718,70,39,-990,-18,37,-989,135,28,-970
5734,70,39,-960,-27,27,-969,126,47,-961
5750,60,29,-970,-27,27,-979,126,57,-980
5765,40,39,-980,-9,27,-979,116,47,-970
5781,70,49,-980,-18,46,-989,116,47,-970
5796,60,29,-980,-27,37,-1000,116,47,-1000
5812,70,39,-950,-27,27,-979,135,38,-970
5828,60,39,-970,-18,37,-989,116,38,-970
5843,70,49,-960,-27,37,-969,135,28,-970
5859,60,39,-950,-27,37,-989,126,47,-961
5875,70,29,-970,-18,37,-969,126,38,-980
5890,70,29,-980,-27,37,-969,126,47,-990
5906,50,29,-980,-27,18,-979,116,57,-990
5921,60,49,-950,-27,37,-969,135,47,-980
5937,70,29,-980,-36,37,-1000,116,47,-951
5953,60,29,-980,-27,27,-969,126,47,-970
5968,80,29,-970,-36,27,-989,126,38,-970
5984,60,19,-980,-18,27,-1000,126,47,-980
6000,80,29,-980,-27,37,-989,135,38,-980
6015,50,49,-990,-27,37,-1000,126,47,-970
6031,80,29,-960,-27,27,-1000,116,57,-970
6046,60,49,-980,-18,37,-979,135,38,-980
6062,70,39,-970,-18,37,-979,116,47,-980
6078,50,29,-960,-18,27,-979,126,47,-970
6093,50,58,-970,-18,37,-1000,126,47,-970
6109,70,29,-980,-18,27,-979,116,47,-980
6125,50,49,-960,-18,27,-979,126,47,-990
6140,80,49,-970,-18,27,-969,126,38,-980
6156,70,58,-960,-36,37,-979,135,38,-980
6171,80,39,-980,-27,27,-979,126,47,-951
6187,70,29,-960,-18,37,-979,126,47,-970
6203,80,39,-990,-18,27,-969,126,38,-961
6218,50,49,-970,-27,37,-1010,126,47,-970
6234,70,49,-950,-18,46,-979,126,47,-980
6250,70,49,-970,-18,37,-969,116,47,-961
6265,50,49,-960,-18,37,-989,135,38,-970
6281,70,39,-990,-18,27,-979,116,47,-970
6296,70,29,-980,-27,27,-979,116,47,-970
6312,70,19,-990,-36,37,-979,126,28,-990
6328,50,29,-990,-9,37,-959,126,47,-990
6343,60,39,-980,-27,27,-969,126,47,-970
6359,50,39,-980,-18,27,-989,116,38,-980
6375,60,39,-970,-27,37,-979,135,47,-970
6390,70,49,-970,-27,27,-979,126,57,-990
6406,50,49,-970,-27,37,-979,126,57,-990
6421,70,19,-960,-27,27,-979,126,38,-990
6437,70,39,-960,-27,37,-989,126,38,-990
6453,60,39,-960,-18,46,-989,116,47,-990
6468,70,39,-960,-18,27,-959,126,47,-980
6484,70,39,-950,-27,18,-979,126,19,-980
6500,60,29,-980,-27,37,-989,126,38,-970
6515,60,39,-970,-27,18,-969,116,47,-970
6531,60,39,-970,-27,37,-979,126,47,-961
6546,60,39,-970,0,18,-1000,126,28,-970
6562,70,39,-980,-27,27,-989,135,47,-970
6578,70,49,-960,-27,37,-979,135,28,-970
6593,60,49,-970,-27,37,-1010,126,47,-961
6609,50,29,-980,-27,37,-1010,126,47,-961
6625,70,29,-960,-27,37,-979,135,57,-990
6640,60,58,-960,-27,37,-949,116,38,-951
6656,50,39,-970,-27,46,-979,126,47,-961
6671,50,39,-980,-18,27,-969,135,47,-980
6687,70,29,-990,-36,37,-979,116,47,-990
6703,80,39,-960,-18,27,-1000,116,47,-970
6718,50,39,-990,-36,27,-979,135,38,-951
6734,70,19,-970,-18,37,-969,135,47,-951
6750,60,39,-970,-27,18,-979,126,47,-970
6765,60,49,-960,-18,46,-979,106,47,-970
6781,60,39,-960,-27,37,-989,126,38,-970
6796,60,19,-970,-18,27,-969,116,47,-980
6812,70,39,-960,-27,27,-1010,126,47,-990
6828,80,29,-960,-18,27,-989,126,38,-951
6843,70,39,-970,-27,37,-969,116,47,-970
6859,50,49,-970,-18,27,-1000,135,38,-970
6875,60,49,-980,-18,37,-979,135,57,-990
6890,60,29,-970,-27,27,-969,126,47,-961
6906,50,49,-940,-27,37,-989,126,38,-980
6921,60,49,-970,-27,37,-989,116,47,-970
6937,60,29,-950,-27,27,-979,126,57,-990
6953,60,29,-960,-27,37,-989,126,47,-970
6968,70,39,-960,-36,37,-989,126,47,-990
6984,70,19,-970,-18,37,-1010,126,38,-970
7000,70,29,-960,-18,37,-979,126,57,-990
7015,50,39,-960,-36,27,-979,126,57,-961
7031,70,29,-960,-36,27,-979,116,38,-970
7046,70,29,-980,-27,37,-969,126,28,-961
7062,60,49,-990,-27,27,-989,116,57,-990
7078,60,49,-970,-27,27,-989,126,38,-990
7093,70,29,-970,-36,37,-979,126,38,-970
7109,60,29,-970,-27,37,-979,145,19,-990
7125,70,49,-970,-18,46,-1000,126,38,-980
7140,70,29,-980,-27,37,-969,116,38,-980
7156,70,39,-960,-27,37,-979,116,47,-980
7171,40,49,-960,-27,27,-989,126,47,-970
7187,60,49,-980,-18,18,-989,135,47,-970
7203,50,39,-970,-27,27,-979,116,57,-980
7218,50,49,-980,-27,27,-979,126,47,-951
7234,50,39,-960,-27,37,-1000,126,57,-961
7250,60,39,-960,-27,37,-1000,135,57,-970
7265,60,39,-960,-27,37,-1000,126,38,-980
7281,70,49,-960,-18,37,-979,126,57,-961
7296,60,29,-980,-18,27,-969,116,47,-980
7312,60,29,-960,-18,37,-1000,135,57,-970
7328,50,49,-970,-36,27,-969,116,47,-951
7343,50,39,-960,-45,46,-969,126,47,-980
7359,70,39,-980,-27,37,-969,126,47,-980
7375,60,39,-970,-36,37,-1000,135,47,-970
7390,70,29,-970,-27,37,-989,126,38,-970
7406,80,49,-980,-18,46,-969,126,47,-941
7421,60,49,-960,-27,37,-959,126,47,-941
7437,80,19,-950,-18,37,-1000,135,38,-970
7453,60,49,-980,-18,37,-969,135,38,-970
7468,50,29,-970,-18,27,-989,126,38,-970
7484,60,39,-990,-36,37,-969,116,57,-970
7500,70,49,-970,-27,37,-989,116,47,-961
7515,70,39,-960,-18,37,-989,126,38,-970
7531,70,49,-960,-27,37,-969,126,38,-970
7546,70,49,-990,-27,27,-979,126,38,-961
7562,70,29,-970,-45,37,-1000,116,47,-961
7578,60,29,-950,-18,37,-979,116,57,-980
7593,70,49,-960,-9,27,-1000,116,47,-980
7609,60,39,-950,-27,27,-1000,116,47,-980
7625,50,39,-970,-9,37,-969,126,47,-980
7640,80,49,-980,-27,37,-979,135,38,-961
7656,70,29,-960,-18,37,-969,135,47,-990
7671,60,29,-960,-36,27,-979,135,47,-990
7687,60,39,-970,-27,27,-989,116,47,-951
7703,60,29,-980,-18,27,-979,126,47,-980
7718,50,49,-980,-27,55,-1000,135,28,-990
7734,50,39,-980,-27,27,-989,126,47,-970
7750,70,49,-990,-27,37,-989,126,38,-970
7765,70,29,-970,-27,37,-989,126,38,-970
7781,70,39,-970,-27,37,-979,116,47,-970
7796,80,49,-980,-18,37,-959,116,57,-1000
7812,60,39,-970,-18,27,-979,126,47,-961
7828,60,39,-970,-36,37,-989,126,38,-970
7843,60,29,-970,-27,37,-979,126,57,-980
7859,60,39,-980,-27,27,-989,126,47,-961
7875,50,39,-960,-9,27,-1000,126,47,-990
7890,60,39,-970,-18,18,-959,126,47,-980
7906,70,39,-980,-36,37,-979,126,47,-980
7921,70,39,-970,-18,37,-1000,126,28,-961
7937,60,58,-970,-36,27,-979,116,38,-970
7953,80,39,-990,-18,27,-979,126,47,-961
7968,60,49,-980,-27,37,-1000,126,47,-1000
7984,60,39,-970,-18,46,-989,135,47,-980
8000,70,39,-980,-27,37,-979,126,38,-970
8015,70,39,-980,-18,27,-1000,126,47,-951
8031,80,29,-960,-27,27,-979,126,47,-961
8046,50,39,-960,-9,37,-979,126,47,-951
8062,70,39,-960,-27,27,-979,126,38,-970
8078,50,29,-960,-27,27,-989,126,38,-980
8093,60,39,-980,-27,37,-989,126,47,-961
8109,70,39,-980,-27,37,-979,116,47,-961
8125,50,39,-970,-18,37,-959,126,38,-980
8140,60,39,-980,-36,27,-989,135,47,-961
8156,60,29,-960,-18,27,-959,106,38,-970
8171,80,29,-980,-18,46,-1000,116,47,-970
8187,50,39,-970,-27,27,-979,126,47,-961
8203,60,29,-970,-27,37,-989,116,47,-961
8218,60,29,-960,-27,37,-989,126,47,-970
8234,60,49,-970,-27,37,-989,126,38,-970
8250,70,49,-970,-18,37,-1000,126,47,-970
8265,60,29,-950,-27,27,-989,135,57,-941
8281,60,39,-940,-27,27,-979,126,38,-980
8296,60,49,-980,-18,27,-1000,135,47,-951
8312,70,39,-960,-27,27,-969,116,47,-980
8328,70,39,-970,-27,46,-989,135,38,-970
8343,70,39,-970,-27,27,-969,126,38,-961
8359,60,39,-990,-45,46,-1000,116,38,-951
8375,70,39,-970,-27,27,-979,145,47,-961
8390,60,39,-940,-18,37,-979,126,57,-980
8406,70,39,-970,-36,37,-1000,116,38,-970
8421,60,19,-980,-18,37,-979,135,38,-961
8437,60,49,-980,-27,27,-969,116,47,-990
8453,70,29,-970,-18,27,-979,116,47,-961
8468,60,39,-960,-27,27,-989,116,47,-961
8484,50,39,-960,-27,27,-1000,126,66,-970
8500,90,29,-970,-27,27,-1000,126,38,-970
8515,60,29,-980,-36,18,-989,126,38,-970
8531,70,39,-960,-36,18,-989,116,47,-980
8546,70,49,-960,-18,27,-989,135,47,-970
8562,70,39,-970,-18,46,-1000,135,47,-980
8578,60,39,-970,-27,18,-979,116,38,-951
8593,50,39,-980,-27,18,-979,116,47,-961
8609,80,39,-970,-18,18,-969,126,38,-970
8625,50,39,-970,-18,18,-969,126,47,-970
