Patient 2,,,,,,,,,
Time ,Ankle,,,Thigh,,,Trunk,,
1343,50,49,-960,-18,-46,-979,495,-380,-757
1359,70,29,-950,-18,-46,-979,504,-371,-757
1375,60,29,-960,-9,-37,-979,504,-371,-757
1390,60,29,-960,-18,-46,-979,514,-371,-757
1406,60,19,-960,-18,-46,-979,485,-371,-766
1421,50,29,-950,-18,-37,-979,504,-371,-757
1437,50,29,-950,-18,-37,-979,485,-361,-757
1453,60,29,-960,-9,-37,-969,495,-380,-757
1468,50,29,-960,-9,-37,-969,495,-371,-747
1484,70,29,-960,-18,-46,-989,504,-380,-747
1500,70,29,-960,-9,-46,-979,495,-371,-737
1515,60,29,-960,-9,-37,-979,495,-380,-757
1531,60,29,-940,-9,-37,-979,504,-380,-747
1546,60,29,-960,-9,-37,-989,504,-361,-747
1562,60,29,-960,-9,-37,-989,504,-371,-747
1578,70,39,-960,-18,-46,-989,504,-371,-747
1593,60,19,-970,0,-46,-979,495,-380,-757
1609,60,29,-960,0,-46,-979,504,-371,-776
1625,60,29,-960,-18,-27,-989,504,-361,-757
1640,60,39,-960,0,-46,-979,504,-380,-747
1656,50,29,-960,0,-46,-979,504,-361,-747
1671,60,9,-970,-9,-37,-1010,524,-380,-728
1687,70,19,-960,-18,-37,-1010,514,-371,-737
1703,70,19,-960,-9,-27,-989,495,-371,-776
1718,40,29,-960,-18,-18,-979,514,-380,-757
1734,70,19,-970,-18,-18,-979,495,-371,-747
1750,60,29,-970,-18,-27,-1010,524,-380,-747
1765,60,29,-970,-9,-46,-979,504,-371,-728
1781,60,29,-970,-18,-46,-989,495,-361,-776
1796,50,19,-980,-18,-37,-989,514,-380,-766
1812,70,29,-960,0,-46,-989,485,-371,-728
1828,70,29,-960,0,-46,-989,495,-371,-757
1843,80,-19,-970,-9,-46,-979,504,-380,-737
1859,50,-9,-940,-9,-27,-1000,495,-371,-757
1875,60,29,-960,0,-37,-979,504,-371,-766
1890,60,29,-960,-9,-46,-1000,504,-380,-757
1906,40,-29,-960,-18,-37,-979,495,-371,-747
1921,20,39,-920,-18,-27,-1000,504,-380,-757
1937,50,78,-1019,-9,-46,-989,514,-390,-718
1953,50,78,-1019,-9,-46,-989,504,-371,-757
1968,0,68,-950,-18,-37,-969,504,-361,-747
1984,40,29,-980,-18,-27,-1000,504,-361,-747
2000,70,39,-970,0,-55,-989,514,-371,-737
2015,70,39,-970,-9,-37,-959,495,-371,-766
2031,50,19,-970,0,-37,-989,495,-371,-766
2046,50,39,-980,-18,-37,-989,514,-380,-757
2062,60,19,-960,-9,-37,-979,514,-371,-757
2078,60,19,-960,-9,-46,-979,504,-371,-737
2093,60,29,-950,-27,-27,-979,495,-361,-737
2109,70,29,-960,-9,-37,-989,504,-361,-766
2125,50,19,-970,-9,-37,-979,504,-371,-737
2140,50,19,-980,-9,-46,-989,504,-371,-766
2156,50,19,-980,-9,-46,-989,514,-371,-766
2171,70,29,-960,-18,-37,-969,495,-371,-718
2187,50,39,-960,-27,-37,-989,504,-371,-757
2203,60,39,-970,-9,-37,-989,514,-380,-747
2218,60,39,-970,-27,-18,-1000,495,-371,-757
2234,60,39,-970,-9,-37,-989,504,-371,-786
2250,70,29,-980,-27,-46,-979,514,-390,-757
2265,60,29,-960,0,-37,-969,514,-380,-737
2281,40,29,-950,-18,-46,-979,504,-361,-766
2296,50,39,-970,-9,-46,-989,504,-380,-747
2312,80,19,-950,-9,-27,-989,504,-361,-747
2328,80,19,-950,-9,-46,-979,485,-361,-757
2343,40,29,-970,-27,-27,-969,504,-371,-766
2359,60,49,-970,-18,-46,-979,504,-371,-747
2375,50,19,-950,9,-37,-989,495,-380,-747
2390,40,39,-970,-18,-37,-989,504,-380,-737
2406,50,29,-970,-18,-37,-989,533,-380,-757
2421,50,39,-970,-9,-55,-979,495,-371,-757
2437,50,29,-940,-18,-37,-979,504,-371,-747
2453,60,19,-970,-9,-37,-969,495,-361,-766
2468,60,19,-970,-18,-27,-979,514,-380,-747
2484,50,39,-960,-9,-55,-1000,504,-371,-747
2500,80,29,-970,-9,-46,-969,495,-361,-766
2515,60,29,-960,-9,-46,-979,514,-371,-728
2531,40,39,-960,-18,-46,-969,504,-380,-757
2546,60,29,-950,-18,-27,-989,495,-371,-747
2562,50,29,-970,-18,-46,-989,495,-380,-728
2578,50,29,-990,-18,-46,-969,504,-380,-747
2593,60,29,-950,-18,-37,-989,514,-371,-747
2609,60,39,-970,-18,-37,-989,495,-371,-737
2625,60,29,-970,-9,-37,-989,514,-371,-757
2640,60,29,-970,-9,-37,-979,504,-371,-737
2656,60,29,-970,-9,-37,-979,495,-361,-737
2671,50,39,-960,-18,-46,-989,495,-361,-786
2687,60,29,-960,-18,-27,-969,504,-371,-747
2703,50,39,-960,-18,-37,-959,485,-361,-766
2718,60,19,-960,-9,-46,-979,504,-361,-757
2734,50,29,-970,-9,-27,-1000,514,-380,-747
2750,50,39,-960,-9,-37,-1000,504,-371,-757
2765,70,29,-970,0,-37,-979,504,-371,-776
2781,50,29,-950,-9,-37,-979,504,-380,-737
2796,50,19,-950,0,-55,-979,495,-361,-766
2812,70,29,-960,-9,-46,-1010,504,-380,-747
2828,40,29,-960,-9,-46,-979,504,-371,-747
2843,60,39,-970,-9,-27,-989,495,-361,-747
2859,60,39,-970,-18,-46,-979,485,-371,-747
2875,50,19,-970,-18,-37,-979,504,-371,-776
2890,50,39,-950,-9,-37,-989,504,-371,-766
2906,60,19,-970,-9,-37,-979,514,-380,-747
2921,50,29,-960,-18,-46,-989,514,-380,-747
2937,50,19,-980,-18,-37,-1000,504,-380,-757
2953,60,29,-980,-27,-27,-989,504,-371,-757
2968,60,29,-980,0,-18,-989,504,-361,-747
2984,50,19,-950,-9,-46,-979,504,-371,-776
3000,50,19,-980,-27,-37,-969,504,-371,-757
3015,50,29,-960,0,-55,-969,495,-371,-747
3031,60,29,-970,-18,-37,-989,504,-371,-776
3046,70,39,-970,-9,-37,-1010,504,-361,-766
3062,50,29,-960,-9,-27,-969,495,-371,-747
3078,60,29,-960,-9,-27,-969,514,-371,-737
3093,60,29,-960,-18,-46,-979,504,-371,-757
3109,40,29,-970,-18,-46,-989,504,-371,-757
3125,50,29,-960,0,-46,-959,504,-371,-737
3140,50,19,-960,-9,-37,-1000,504,-371,-747
3156,40,9,-960,0,-46,-989,504,-371,-757
3171,60,29,-960,-18,-27,-959,485,-371,-747
3187,70,29,-970,-9,-46,-969,504,-380,-757
3203,50,19,-940,-9,-27,-989,504,-380,-747
3218,40,19,-940,-18,-37,-979,504,-371,-757
3234,60,19,-950,-9,-46,-979,504,-371,-757
3250,60,29,-950,-9,-37,-989,514,-390,-757
3265,60,19,-950,-9,-46,-989,504,-371,-747
3281,50,39,-950,-9,-37,-1000,514,-371,-757
3296,50,29,-980,-9,-46,-979,504,-361,-747
3312,70,29,-980,0,-37,-989,485,-371,-747
3328,40,39,-960,-9,-37,-969,485,-371,-757
3343,50,29,-970,-9,-37,-1000,495,-371,-737
3359,70,19,-970,-18,-37,-1000,495,-361,-766
3375,70,39,-980,-9,-37,-1010,504,-371,-747
3390,50,19,-960,-9,-46,-979,514,-371,-747
3406,60,19,-970,-18,-27,-989,504,-380,-766
3421,60,19,-960,-9,-55,-989,504,-371,-737
3437,60,29,-970,-9,-37,-989,514,-361,-776
3453,40,29,-970,-9,-27,-989,514,-371,-747
3468,60,19,-970,-9,-37,-979,495,-371,-747
3484,50,19,-950,-27,-37,-979,504,-361,-757
3500,50,29,-960,-9,-27,-979,495,-380,-737
3515,60,29,-960,-18,-37,-979,495,-371,-737
3531,30,29,-960,-9,-37,-979,495,-361,-747
3546,60,29,-940,-9,-37,-979,504,-380,-747
3562,40,39,-960,-27,-27,-989,495,-352,-757
3578,70,29,-960,-9,-37,-979,504,-371,-747
3593,60,29,-970,9,-55,-969,495,-380,-747
3609,60,29,-960,-9,-37,-989,504,-371,-757
3625,50,29,-960,-9,-55,-989,504,-371,-747
3640,60,39,-970,0,-37,-1000,504,-371,-766
3656,60,19,-970,-27,-37,-979,504,-361,-766
3671,60,19,-960,-9,-37,-979,504,-380,-728
3687,60,29,-960,-9,-46,-979,495,-371,-747
3703,50,29,-970,-18,-37,-989,504,-371,-747
3718,40,39,-980,-9,-27,-979,504,-371,-757
3734,40,29,-970,-9,-46,-989,504,-371,-737
3750,60,9,-970,-9,-37,-979,504,-380,-757
3765,40,39,-980,-27,-27,-989,504,-380,-766
3781,60,29,-960,-9,-37,-979,504,-380,-766
3796,50,19,-960,-9,-37,-979,504,-371,-747
3812,70,29,-970,-18,-37,-979,504,-371,-757
3828,50,39,-970,-9,-37,-1000,504,-371,-737
3843,40,19,-970,-18,-37,-979,504,-371,-757
3859,50,39,-980,-18,-46,-979,504,-371,-747
3875,50,19,-960,0,-46,-979,504,-371,-747
3890,60,19,-970,-18,-37,-989,504,-371,-747
3906,70,49,-970,-9,-46,-989,495,-380,-747
3921,50,19,-960,-18,-46,-979,495,-371,-766
3937,60,39,-980,-9,-27,-979,504,-380,-747
3953,50,39,-970,-9,-55,-979,495,-361,-757
3968,40,19,-970,-18,-37,-989,495,-371,-766
3984,50,29,-970,0,-46,-989,504,-371,-737
4000,40,29,-970,-9,-27,-989,504,-361,-747
4015,50,29,-960,-18,-37,-979,504,-371,-747
4031,40,39,-960,-18,-37,-979,495,-380,-747
4046,50,29,-960,-18,-46,-979,495,-361,-747
4062,70,39,-980,-9,-37,-979,495,-380,-737
4078,50,29,-960,-9,-37,-989,504,-371,-747
4093,50,29,-960,-18,-37,-989,504,-371,-737
4109,60,39,-970,-9,-46,-1000,495,-380,-757
4125,70,29,-970,-9,-46,-969,495,-371,-757
4140,60,39,-960,-18,-37,-1000,504,-371,-757
4156,60,19,-950,-9,-37,-979,504,-371,-757
4171,70,19,-960,-18,-37,-979,495,-371,-737
4187,60,19,-970,-9,-46,-969,504,-371,-757
4203,60,29,-970,-9,-27,-979,504,-371,-747
4218,50,29,-980,-9,-37,-979,485,-380,-737
4234,50,29,-970,0,-37,-979,524,-371,-747
4250,60,39,-960,-18,-46,-979,504,-380,-737
4265,60,19,-940,-18,-46,-989,504,-371,-757
4281,70,29,-960,-9,-37,-989,504,-380,-747
4296,60,9,-960,-9,-37,-989,504,-371,-757
4312,70,19,-960,-18,-37,-979,504,-371,-757
4328,60,29,-970,-9,-37,-1000,495,-371,-757
4343,60,19,-970,-9,-37,-959,504,-371,-766
4359,60,19,-980,-18,-37,-979,485,-361,-757
4375,40,39,-960,-9,-37,-969,495,-371,-747
4390,40,19,-980,-18,-37,-1000,504,-361,-757
4406,40,19,-980,-9,-46,-969,504,-380,-747
4421,60,19,-980,-27,-37,-979,495,-361,-737
4437,70,29,-970,-18,-37,-989,504,-371,-747
4453,50,49,-970,-18,-46,-969,504,-380,-747
4468,50,19,-960,-18,-55,-989,495,-371,-728
4484,60,29,-980,-27,-27,-989,495,-371,-757
4500,60,19,-960,-18,-27,-1000,504,-361,-766
4515,50,39,-970,-9,-46,-989,504,-361,-757
4531,50,29,-970,-18,-46,-969,485,-371,-757
4546,60,29,-950,-18,-37,-989,514,-361,-747
4562,60,29,-950,-18,-46,-979,495,-371,-766
4578,50,29,-960,-18,-27,-979,495,-371,-757
4593,60,19,-970,-9,-37,-979,495,-371,-757
4609,50,39,-960,-9,-46,-979,495,-371,-757
4625,60,39,-940,-9,-46,-979,504,-352,-757
4640,70,19,-970,-18,-46,-989,504,-380,-747
4656,60,19,-970,-18,-37,-979,495,-371,-766
4671,60,29,-960,-27,-27,-989,514,-380,-747
4687,50,19,-960,-18,-55,-969,504,-371,-757
4703,50,19,-960,-9,-46,-979,504,-361,-737
4718,50,29,-950,-9,-46,-989,485,-380,-766
4734,70,19,-980,0,-27,-969,495,-361,-757
4750,40,29,-960,-18,-27,-979,495,-361,-747
4765,50,19,-960,-18,-46,-979,504,-371,-747
4781,40,29,-960,-18,-37,-979,504,-380,-757
4796,60,29,-960,-9,-46,-969,504,-371,-728
4812,50,29,-960,0,-46,-979,504,-380,-766
4828,50,29,-960,-9,-37,-979,504,-371,-757
4843,60,39,-970,-9,-27,-989,485,-361,-766
4859,50,49,-970,-18,-46,-969,504,-380,-747
4875,60,19,-980,-9,-37,-979,495,-361,-757
4890,60,19,-980,0,-46,-969,504,-371,-766
4906,60,29,-960,-9,-37,-969,504,-371,-757
4921,60,39,-970,-9,-55,-979,514,-380,-766
4937,50,39,-970,-9,-37,-969,504,-371,-747
4953,50,29,-960,-18,-46,-979,504,-371,-757
4968,50,29,-960,-18,-37,-979,495,-361,-757
4984,80,19,-970,-9,-37,-969,514,-371,-747
5000,40,39,-970,-9,-46,-969,514,-380,-747
5015,70,19,-940,-18,-46,-989,504,-371,-766
5031,60,19,-970,-18,-37,-979,495,-371,-747
5046,60,39,-970,-9,-37,-969,504,-371,-766
5062,70,9,-960,-18,-27,-989,504,-371,-747
5078,60,29,-960,-27,-37,-989,495,-361,-757
5093,70,29,-970,-18,-46,-989,495,-361,-747
5109,60,19,-970,-18,-37,-979,495,-371,-737
5125,50,19,-970,-9,-37,-989,495,-371,-747
5140,60,29,-960,-9,-55,-979,495,-361,-747
5156,60,29,-960,-9,-46,-979,495,-371,-747
5171,50,39,-970,-18,-37,-979,504,-361,-757
5187,50,39,-970,-9,-27,-979,504,-371,-757
5203,70,39,-990,-18,-37,-989,504,-361,-776
5218,50,9,-960,-9,-37,-979,495,-371,-766
5234,50,39,-960,-18,-46,-979,514,-371,-747
5250,50,29,-950,-9,-27,-989,504,-380,-747
5265,40,29,-970,-9,-27,-989,495,-371,-766
5281,50,19,-950,-9,-37,-989,504,-371,-757
5296,40,39,-970,0,-37,-979,504,-361,-766
5312,60,39,-990,-9,-27,-979,504,-371,-757
5328,50,9,-940,-27,-37,-969,504,-371,-757
5343,50,19,-970,-18,-37,-979,495,-371,-776
5359,50,19,-960,-9,-46,-959,504,-371,-757
5375,40,39,-970,-9,-46,-979,504,-361,-747
5390,70,49,-960,-18,-46,-989,504,-371,-766
5406,40,39,-960,-9,-27,-959,504,-380,-757
5421,70,9,-980,-9,-46,-989,495,-371,-747
5437,60,29,-970,-9,-37,-1000,504,-361,-766
5453,60,29,-970,0,-37,-979,504,-361,-776
5468,60,19,-950,-9,-37,-989,495,-371,-757
5484,50,29,-960,-9,-37,-979,495,-361,-747
5500,50,19,-970,-18,-37,-989,514,-380,-737
5515,50,39,-950,-9,-46,-969,495,-371,-728
5531,50,39,-950,-9,-27,-979,514,-361,-757
5546,60,39,-930,-9,-18,-989,514,-361,-757
5562,70,29,-970,-9,-37,-969,495,-380,-757
5578,60,39,-950,-9,-37,-979,495,-380,-757
5593,50,29,-960,-9,-46,-1000,504,-352,-747
5609,50,19,-960,-9,-46,-989,504,-371,-757
5625,50,39,-980,-9,-46,-969,504,-361,-747
5640,50,29,-950,0,-46,-989,485,-361,-747
5656,60,19,-960,-9,-37,-979,514,-371,-766
5671,70,19,-950,-9,-27,-979,495,-371,-766
5687,60,39,-960,-18,-46,-989,485,-371,-747
5703,60,19,-980,-18,-46,-969,504,-380,-757
5718,70,39,-970,-9,-37,-979,504,-380,-757
5734,60,39,-970,-9,-37,-969,504,-371,-757
5750,50,29,-980,-9,-27,-989,504,-371,-757
5765,60,39,-960,-9,-55,-989,514,-380,-737
5781,50,29,-950,-18,-46,-979,495,-371,-757
5796,70,29,-970,-18,-27,-989,504,-380,-737
5812,60,39,-960,-9,-27,-979,504,-380,-766
5828,80,29,-950,-9,-37,-989,495,-371,-776
5843,50,49,-950,-9,-37,-959,504,-380,-776
5859,60,29,-960,-9,-37,-979,504,-371,-757
5875,50,29,-960,-9,-37,-979,495,-371,-757
5890,50,29,-950,-18,-37,-979,504,-380,-747
5906,60,19,-960,-9,-27,-989,514,-371,-747
5921,40,29,-960,-9,-46,-959,504,-361,-728
5937,40,39,-990,-18,-37,-1010,495,-371,-737
5953,60,29,-960,-18,-46,-979,495,-361,-776
5968,60,29,-960,-9,-46,-979,504,-380,-766
5984,60,29,-970,-9,-46,-979,504,-371,-766
6000,60,19,-950,-18,-27,-969,514,-361,-747
6015,70,29,-970,-9,-37,-1000,504,-380,-766
6031,60,29,-960,-9,-37,-1000,495,-380,-747
6046,50,29,-970,-27,-37,-989,504,-371,-757
6062,60,19,-940,-18,-46,-979,495,-361,-737
6078,40,39,-960,-18,-27,-969,514,-361,-766
6093,60,29,-960,-18,-37,-969,495,-380,-747
6109,50,39,-970,0,-37,-979,514,-371,-747
6125,60,29,-970,-9,-37,-1000,495,-361,-757
6140,50,39,-970,0,-37,-979,514,-371,-757
6156,50,39,-960,-18,-37,-1000,504,-371,-766
6171,50,29,-960,-18,-55,-969,495,-371,-747
6187,60,19,-960,-18,-37,-989,504,-371,-766
6203,70,39,-960,0,-37,-959,504,-371,-747
6218,70,29,-950,-9,-37,-979,504,-352,-747
6234,50,39,-960,-18,-37,-989,504,-371,-747
6250,60,29,-980,-18,-46,-979,495,-371,-737
6265,50,19,-960,-18,-37,-979,504,-380,-737
6281,50,29,-960,-18,-27,-989,485,-371,-737
6296,50,29,-960,-18,-27,-989,495,-371,-757
6312,60,29,-980,-9,-55,-989,504,-361,-747
6328,70,29,-980,-9,-55,-989,495,-371,-747
6343,60,29,-960,-9,-37,-989,504,-361,-747
6359,50,19,-960,-9,-37,-969,495,-371,-766
6375,60,39,-960,-9,-37,-969,495,-371,-747
6390,70,29,-970,-9,-46,-969,504,-371,-766
6406,60,29,-960,-18,-37,-969,504,-371,-757
6421,60,29,-950,-18,-37,-1000,495,-371,-747
6437,50,19,-960,-18,-37,-979,495,-371,-757
6453,70,19,-970,-18,-37,-979,514,-380,-766
6468,50,29,-970,-9,-27,-989,504,-380,-757
6484,70,29,-950,-18,-27,-989,504,-361,-747
6500,60,39,-970,-18,-37,-969,504,-371,-757
6515,40,39,-970,-9,-37,-979,504,-371,-747
6531,60,29,-950,-18,-46,-979,504,-371,-766
6546,70,49,-950,-9,-37,-979,504,-371,-757
6562,60,39,-950,-9,-37,-979,504,-371,-747
6578,60,19,-970,-9,-27,-969,504,-361,-747
6593,50,29,-970,0,-46,-1000,504,-371,-737
6609,60,29,-970,-9,-46,-969,504,-380,-747
6625,50,29,-970,-27,-37,-1000,504,-361,-766
6640,50,29,-970,-9,-46,-1000,514,-371,-757
6656,70,29,-970,-9,-37,-989,504,-380,-747
6671,60,29,-950,-9,-27,-979,514,-390,-747
6687,50,19,-950,-18,-55,-979,495,-361,-766
6703,60,29,-960,-18,-27,-989,504,-371,-747
6718,70,29,-960,-18,-27,-1010,504,-371,-766
6734,70,19,-940,-18,-46,-969,495,-380,-757
6750,60,49,-970,-9,-46,-969,495,-361,-766
6765,60,9,-980,-9,-55,-979,504,-380,-757
6781,40,29,-960,-18,-46,-969,504,-371,-766
6796,50,19,-970,-9,-37,-989,514,-371,-747
6812,50,29,-950,-9,-37,-969,514,-371,-747
6828,60,39,-960,-9,-27,-989,504,-361,-757
6843,50,19,-980,-18,-27,-989,504,-371,-766
6859,60,19,-980,-9,-46,-979,495,-361,-766
6875,60,29,-970,-9,-37,-979,495,-361,-766
6890,70,19,-970,0,-46,-959,504,-371,-747
6906,50,19,-970,-9,-55,-989,504,-371,-757
6921,60,39,-960,-9,-46,-969,495,-371,-728
6937,60,29,-960,-9,-64,-989,504,-371,-757
6953,60,29,-970,-9,-37,-989,495,-371,-747
6968,60,39,-960,-9,-9,-969,495,-361,-776
6984,60,29,-960,-9,-27,-1000,504,-371,-737
7000,60,19,-960,-27,-37,-1000,504,-371,-737
7015,60,29,-960,-9,-55,-949,495,-352,-757
7031,70,29,-980,0,-46,-989,504,-380,-757
7046,60,39,-950,-18,-37,-979,504,-371,-757
7062,80,19,-980,-9,-37,-969,495,-371,-757
7078,60,19,-970,-18,-37,-979,514,-371,-747
7093,40,39,-980,9,-37,-959,504,-361,-757
7109,40,39,-970,-9,-37,-979,504,-390,-747
7125,60,39,-960,-9,-46,-1000,504,-361,-728
7140,50,49,-980,-9,-37,-1000,514,-371,-747
7156,60,19,-960,-18,-46,-979,504,-371,-757
7171,70,39,-970,-9,-37,-989,495,-371,-747
7187,50,29,-970,0,-46,-989,495,-361,-766
7203,70,39,-990,-9,-27,-989,504,-380,-747
7218,60,29,-980,-9,-46,-989,495,-361,-747
7234,60,19,-980,-9,-27,-989,504,-371,-737
7250,60,29,-970,-18,-27,-969,504,-380,-747
7265,50,29,-970,0,-27,-989,485,-371,-757
7281,60,29,-960,-18,-37,-989,514,-380,-766
7296,60,29,-950,-9,-37,-979,514,-361,-747
7312,50,39,-950,-9,-37,-979,495,-380,-747
7328,60,29,-970,-9,-37,-1000,504,-371,-757
7343,50,39,-970,-9,-37,-989,495,-380,-737
7359,60,19,-980,-9,-46,-1000,504,-361,-766
7375,30,19,-950,-18,-37,-989,514,-390,-757
7390,60,39,-970,-9,-46,-989,504,-371,-737
7406,60,29,-960,-9,-46,-989,495,-361,-757
7421,50,29,-960,-18,-46,-979,495,-380,-757
7437,60,29,-960,-18,-37,-969,504,-380,-747
7453,50,39,-980,-9,-46,-979,504,-380,-718
7468,60,29,-970,-18,-46,-989,504,-371,-737
7484,40,49,-970,-9,-46,-979,504,-371,-766
7500,60,29,-980,-18,-27,-979,514,-371,-737
7515,70,29,-970,-9,-55,-989,485,-371,-728
7531,50,39,-940,-18,-46,-989,504,-361,-737
7546,50,39,-960,-9,-37,-979,504,-371,-747
7562,70,19,-960,0,-37,-979,495,-371,-757
7578,50,29,-940,-18,-46,-969,514,-361,-747
7593,70,29,-980,-18,-37,-989,524,-371,-757
7609,70,29,-980,-9,-46,-969,504,-371,-737
7625,50,29,-980,-18,-46,-989,504,-371,-757
7640,40,29,-960,-9,-37,-979,504,-371,-757
7656,70,29,-960,-9,-46,-979,495,-371,-757
7671,60,39,-950,-18,-37,-979,504,-371,-747
7687,50,29,-960,-18,-37,-979,504,-380,-757
7703,50,19,-950,-9,-37,-979,504,-371,-757
7718,70,29,-970,-9,-27,-1000,504,-380,-757
7734,60,29,-960,0,-55,-969,504,-371,-737
7750,60,29,-960,-9,-37,-989,504,-361,-747
7765,60,29,-960,-18,-46,-989,504,-371,-757
7781,60,39,-950,-18,-27,-989,504,-371,-757
7796,60,39,-950,-18,-37,-989,495,-361,-757
7812,60,39,-970,-18,-27,-1000,495,-361,-757
7828,50,29,-950,0,-46,-979,475,-371,-757
7843,40,39,-960,-18,-27,-989,504,-371,-757
7859,60,29,-950,-9,-46,-979,504,-371,-747
7875,50,29,-960,-18,-37,-979,495,-371,-776
7890,60,19,-940,-18,-37,-979,495,-371,-766
7906,70,19,-970,-18,-37,-979,495,-352,-747
7921,40,39,-970,-9,-46,-989,504,-371,-747
7937,50,29,-960,-9,-37,-979,495,-380,-737
7953,50,29,-960,-18,-46,-989,504,-380,-757
7968,70,29,-960,-18,-18,-989,514,-390,-757
7984,50,39,-960,-18,-37,-979,514,-371,-747
8000,60,19,-980,-9,-37,-1000,495,-380,-747
8015,50,29,-980,-18,-46,-989,495,-371,-747
8031,50,29,-970,-9,-37,-979,495,-371,-766
